prompt,q1,q2,q3,q4,q5,q6,o1,o2,o3,o4,o5,o6
"An elderly man walks with a brown cow on a country road at dusk, positioned at the left of the frame, cloudy weather, normal speed, tracking shot.",视频内容整体是否真实？,视频内容整体是否和文本一致？,,,,,"1：完全不真实,2：极少部分真实,3：部分内容真实,4：大部分内容真实,5：完全真实","1：完全无关,2：极少数内容与文本一致,3：一半内容与文本一致,4：大部分内容与文本一致,5：完全一致",,,,
"Under a boundless clear sky, workers load goods at the pier.",场景是否和文本一致？,场景是否真实,文本中提到的天气表现是否真实？,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：没有出现文本中提到的天气,1：完全不真实,2：比较真实，但有瑕疵,3：非常真实",,,
The red ball is in the top left corner of the frame.,物体是否和文本一致,物体是否真实,物体位置是否和文本一致？,,,,"-1：文本没有指明任何物体，此问题作废,1：完全不一致（或完全没有出现文本描述的物体）,2：物体表现出了文本目标的特征（也像别的什么）,3：物体和文本一致","-1：提示文本规定了其他风格比如卡通风格时为-1，表示此问题作废,1：物体不是真实风格或形状纹理与真实物体有较大不同,2：物体是真实风格，但有一些形状或纹理缺陷，不够真实,3：物体非常真实，没有形状或纹理缺陷","-1：视频没有出现相关物体,1：完全不一致,2：相对一致（比如上方却不是正上方，或者整个视频不是都保持一致）,3：完全一致",,,
The red ball is in the bottom right corner of the frame.,物体是否和文本一致,物体是否真实,物体位置是否和文本一致？,,,,"-1：文本没有指明任何物体，此问题作废,1：完全不一致（或完全没有出现文本描述的物体）,2：物体表现出了文本目标的特征（也像别的什么）,3：物体和文本一致","-1：提示文本规定了其他风格比如卡通风格时为-1，表示此问题作废,1：物体不是真实风格或形状纹理与真实物体有较大不同,2：物体是真实风格，但有一些形状或纹理缺陷，不够真实,3：物体非常真实，没有形状或纹理缺陷","-1：视频没有出现相关物体,1：完全不一致,2：相对一致（比如上方却不是正上方，或者整个视频不是都保持一致）,3：完全一致",,,
"A woman takes photos on a city overpass at night, positioned slightly right of center in the frame, under streetlights, normal speed, circular camera movement.",视频内容整体是否真实？,视频内容整体是否和文本一致？,,,,,"1：完全不真实,2：极少部分真实,3：部分内容真实,4：大部分内容真实,5：完全真实","1：完全无关,2：极少数内容与文本一致,3：一半内容与文本一致,4：大部分内容与文本一致,5：完全一致",,,,
Bathroom,场景是否和文本一致？,场景是否真实,,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常",,,,
Dining room,场景是否和文本一致？,场景是否真实,,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常",,,,
"In the cinema, slow motion shot of a viewer entering the theater with a pan left.",场景是否和文本一致？,场景是否真实,视频速度是否与文本一致？,镜头移动是否和文本一致？,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：文本没有提及视频速度,1：不一致,2：一致","-1：文本没有描述镜头,1：不一致,2：一致",,
"A man skis downhill at high speed in a snowy ski resort, appearing at the lower part of the frame, time-lapse, follow-cam shot.",视频内容整体是否真实？,视频内容整体是否和文本一致？,,,,,"1：完全不真实,2：极少部分真实,3：部分内容真实,4：大部分内容真实,5：完全真实","1：完全无关,2：极少数内容与文本一致,3：一半内容与文本一致,4：大部分内容与文本一致,5：完全一致",,,,
Shadows shifting as wind moves tree leaves,视频光影是否真实合理？,,,,,,"-1：没有明显光影,1：不真实,2：仔细分析能看出异常,3：真实合理",,,,,
Riverside,场景是否和文本一致？,场景是否真实,,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常",,,,
"A man flies a kite in a field in the afternoon, standing in the center of the frame, breezy weather, normal speed, follow-cam shot.",视频内容整体是否真实？,视频内容整体是否和文本一致？,,,,,"1：完全不真实,2：极少部分真实,3：部分内容真实,4：大部分内容真实,5：完全真实","1：完全无关,2：极少数内容与文本一致,3：一半内容与文本一致,4：大部分内容与文本一致,5：完全一致",,,,
Evening sunlight stretching building shadows,视频光影是否真实合理？,,,,,,"-1：没有明显光影,1：不真实,2：仔细分析能看出异常,3：真实合理",,,,,
"In the library, time-lapse shot of a student flipping pages with a fixed camera.",场景是否和文本一致？,场景是否真实,视频速度是否与文本一致？,镜头移动是否和文本一致？,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常","-1：文本没有提及视频速度,1：不一致,2：一致","-1：文本没有描述镜头,1：不一致,2：一致",,
"A woman rides a green mountain bike on a forest trail in the afternoon, positioned at the left of the frame, sunny weather, slow motion, follow-cam shot.",视频内容整体是否真实？,视频内容整体是否和文本一致？,,,,,"1：完全不真实,2：极少部分真实,3：部分内容真实,4：大部分内容真实,5：完全真实","1：完全无关,2：极少数内容与文本一致,3：一半内容与文本一致,4：大部分内容与文本一致,5：完全一致",,,,
Garden,场景是否和文本一致？,场景是否真实,,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常",,,,
"A man walks carrying a silver tray in a dimly lit restaurant at night, standing in the center of the frame, normal speed, push-in camera shot.",视频内容整体是否真实？,视频内容整体是否和文本一致？,,,,,"1：完全不真实,2：极少部分真实,3：部分内容真实,4：大部分内容真实,5：完全真实","1：完全无关,2：极少数内容与文本一致,3：一半内容与文本一致,4：大部分内容与文本一致,5：完全一致",,,,
Snowfield,场景是否和文本一致？,场景是否真实,,,,,"-1：提示文本没有提到场景，表示此问题作废,1：完全不一致,2：整个视频不完全是该场景或者是混合了其他场景,3：完全一致","-1：视频没有生成场景（纯色背景或者模糊无法识别的场景）或文本指示了非真实的场景,1：完全不真实,2：不够真实，能察觉到一些异常,3：非常真实，找不到异常",,,,
